checkpoint_id,year,world_id,world_label,frequency_model_family,frequency_model_label,severity_model_family,severity_model_label,retraining_regime,seed,version,training_window_years,training_window_label,training_data_start_year,training_data_end_year,frequency_rmse,severity_rmse,pure_premium_rmse,net_strategic_value,game_effect_summary,world_narrative,frequency_model_narrative,severity_model_narrative
chk_y4_mobility_suppression_freq_XGBoost_sev_XGBoost_annual_locked_s20260513_example_a_v1,4,mobility_suppression,Mobility Suppression,XGBoost,XGBoost,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,2,3,0.034212,0.02,0.026822,97.317822,Initial 1-year training window.,"Frequency changes unevenly as driving patterns shift, while severity pressure stays moderate.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y4_pandemic_recovery_inflation_freq_baseline_tariff_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,4,pandemic_recovery_inflation,Recovery Inflation,baseline_tariff,Baseline Tariff,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,2,3,0.433663,0.482416,0.459014,54.098555,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Stable reference model that is slow to adapt when the world changes.,Stable reference model that is slow to adapt when the world changes.
chk_y4_pandemic_recovery_inflation_freq_baseline_tariff_sev_GLM_annual_locked_s20260513_example_a_v1,4,pandemic_recovery_inflation,Recovery Inflation,baseline_tariff,Baseline Tariff,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,2,3,0.433663,0.220776,0.322962,67.703801,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Stable reference model that is slow to adapt when the world changes.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y4_pandemic_recovery_inflation_freq_baseline_tariff_sev_XGBoost_annual_locked_s20260513_example_a_v1,4,pandemic_recovery_inflation,Recovery Inflation,baseline_tariff,Baseline Tariff,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,2,3,0.433663,0.091259,0.255613,74.438725,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Stable reference model that is slow to adapt when the world changes.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y4_pandemic_recovery_inflation_freq_GLM_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,4,pandemic_recovery_inflation,Recovery Inflation,GLM,GLM,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,2,3,0.15571,0.482416,0.325597,67.440317,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Stable learner that performs well when good or stable years repeat in the rolling window.,Stable reference model that is slow to adapt when the world changes.
chk_y4_pandemic_recovery_inflation_freq_GLM_sev_GLM_annual_locked_s20260513_example_a_v1,4,pandemic_recovery_inflation,Recovery Inflation,GLM,GLM,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,2,3,0.15571,0.220776,0.189544,81.045563,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Stable learner that performs well when good or stable years repeat in the rolling window.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y4_pandemic_recovery_inflation_freq_GLM_sev_XGBoost_annual_locked_s20260513_example_a_v1,4,pandemic_recovery_inflation,Recovery Inflation,GLM,GLM,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,2,3,0.15571,0.091259,0.122195,87.780487,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Stable learner that performs well when good or stable years repeat in the rolling window.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y4_pandemic_recovery_inflation_freq_XGBoost_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,4,pandemic_recovery_inflation,Recovery Inflation,XGBoost,XGBoost,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,2,3,0.030482,0.482416,0.265487,73.451271,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable reference model that is slow to adapt when the world changes.
chk_y4_pandemic_recovery_inflation_freq_XGBoost_sev_GLM_annual_locked_s20260513_example_a_v1,4,pandemic_recovery_inflation,Recovery Inflation,XGBoost,XGBoost,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,2,3,0.030482,0.220776,0.129435,87.056517,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y4_pandemic_recovery_inflation_freq_XGBoost_sev_XGBoost_annual_locked_s20260513_example_a_v1,4,pandemic_recovery_inflation,Recovery Inflation,XGBoost,XGBoost,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,2,3,0.030482,0.091259,0.062086,93.791441,Initial 1-year training window.,Recovery demand returns while repair inflation and claim severity remain elevated.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y4_self_drive_revolution_freq_baseline_tariff_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,4,self_drive_revolution,Self-Drive Revolution,baseline_tariff,Baseline Tariff,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,2,3,0.460835,0.507119,0.484903,51.509728,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Stable reference model that is slow to adapt when the world changes.,Stable reference model that is slow to adapt when the world changes.
chk_y4_self_drive_revolution_freq_baseline_tariff_sev_GLM_annual_locked_s20260513_example_a_v1,4,self_drive_revolution,Self-Drive Revolution,baseline_tariff,Baseline Tariff,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,2,3,0.460835,0.25289,0.352704,64.729626,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Stable reference model that is slow to adapt when the world changes.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y4_self_drive_revolution_freq_baseline_tariff_sev_XGBoost_annual_locked_s20260513_example_a_v1,4,self_drive_revolution,Self-Drive Revolution,baseline_tariff,Baseline Tariff,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,2,3,0.460835,0.1351,0.291453,70.854705,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Stable reference model that is slow to adapt when the world changes.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y4_self_drive_revolution_freq_GLM_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,4,self_drive_revolution,Self-Drive Revolution,GLM,GLM,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,2,3,0.193662,0.507119,0.35666,64.334029,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Stable learner that performs well when good or stable years repeat in the rolling window.,Stable reference model that is slow to adapt when the world changes.
chk_y4_self_drive_revolution_freq_GLM_sev_GLM_annual_locked_s20260513_example_a_v1,4,self_drive_revolution,Self-Drive Revolution,GLM,GLM,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,2,3,0.193662,0.25289,0.224461,77.553926,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Stable learner that performs well when good or stable years repeat in the rolling window.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y4_self_drive_revolution_freq_GLM_sev_XGBoost_annual_locked_s20260513_example_a_v1,4,self_drive_revolution,Self-Drive Revolution,GLM,GLM,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,2,3,0.193662,0.1351,0.16321,83.679005,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Stable learner that performs well when good or stable years repeat in the rolling window.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y4_self_drive_revolution_freq_XGBoost_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,4,self_drive_revolution,Self-Drive Revolution,XGBoost,XGBoost,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,2,3,0.052774,0.507119,0.289034,71.096647,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable reference model that is slow to adapt when the world changes.
chk_y4_self_drive_revolution_freq_XGBoost_sev_GLM_annual_locked_s20260513_example_a_v1,4,self_drive_revolution,Self-Drive Revolution,XGBoost,XGBoost,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,2,3,0.052774,0.25289,0.156835,84.316544,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y4_self_drive_revolution_freq_XGBoost_sev_XGBoost_annual_locked_s20260513_example_a_v1,4,self_drive_revolution,Self-Drive Revolution,XGBoost,XGBoost,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,2,3,0.052774,0.1351,0.095584,90.441624,Initial 1-year training window.,"Frequency changes unevenly as automated driving adoption spreads, while higher repair complexity lifts severity.",Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
chk_y5_stable_baseline_freq_baseline_tariff_sev_baseline_tariff_annual_locked_s20260513_example_a_v1,5,stable_baseline,Stable Baseline,baseline_tariff,Baseline Tariff,baseline_tariff,Baseline Tariff,annual_locked,20260513,example_a_v1,2,rolling 2-year window,3,4,0.366522,0.37199,0.369366,63.063439,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Stable reference model that is slow to adapt when the world changes.,Stable reference model that is slow to adapt when the world changes.
chk_y5_stable_baseline_freq_baseline_tariff_sev_GLM_annual_locked_s20260513_example_a_v1,5,stable_baseline,Stable Baseline,baseline_tariff,Baseline Tariff,GLM,GLM,annual_locked,20260513,example_a_v1,2,rolling 2-year window,3,4,0.366522,0.11051,0.233396,76.66038,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Stable reference model that is slow to adapt when the world changes.,Stable learner that performs well when good or stable years repeat in the rolling window.
chk_y5_stable_baseline_freq_baseline_tariff_sev_XGBoost_annual_locked_s20260513_example_a_v1,5,stable_baseline,Stable Baseline,baseline_tariff,Baseline Tariff,XGBoost,XGBoost,annual_locked,20260513,example_a_v1,2,rolling 2-year window,3,4,0.366522,0.02,0.186331,81.366925,Initial 1-year training window.,Mild drift and low stress keep the portfolio close to historic behavior.,Stable reference model that is slow to adapt when the world changes.,Aggressive learner that shines in volatile or complex worlds but can overfit short calm history.
